Attorney_ID,Canonical_Name,AKA_1,AKA_2,AKA_3,Variants_Merged,Firms,N_MDLs,N_Mentions,MDLs,Roles,Confidence,Gender,Birth_Year,Undergrad_School,Undergrad_Grad_Year,Law_School_Name,Law_Grad_Year,Bar_States,Sources,Notes
A0130,Jennifer L. Enck,,,,1,"Schiffrin Barroway Topaz & Kessler, LLP",1,1,1656,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0131,James D. Young,,,,1,"OFFICE OF THE ATTORNEY GENERAL, STATE OF FLORIDA; Morgan & Morgan",2,3,"1657, 3080",LeadCounsel; Management,high,,,,,,,,,
A0132,Randall M. Fox,,,,1,"OFFICE OF ANDREW M. CUOMO, NEW YORK STATE ATTORNEY GENERAL",1,2,1657,Management,high,,,,,,,,,
A0133,James E. Fosler,,,,1,"FOSLER LAW GROUP, INC.",1,2,1657,Management,high,,,,,,,,,
A0134,"Stuart A. Kritzer, Esquire",,,,1,"LAW OFFICES OF STUART A. KRITZER, P.C.",1,2,1657,Management,high,,,,,,,,,
A0135,Seth R. Lesser,Seth Lesser,,,1,"KLAFTER OLSEN & LESSER LLP; LOCKS LAW FIRM, PLLC; Locks Law Firm, PLLC",5,7,"1657, 1708, 1739, 1845, 2025",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0136,John Low-Beer,,,,1,NEW YORK CITY LAW DEPARTMENT,1,2,1657,Management,high,,,,,,,,,
A0137,H. Vincent McKnight,,,,1,"ASHCRAFT & GEREL, LLP",1,2,1657,Management,high,,,,,,,,,
A0138,Diane Paolicelli,,,,1,"LEVY PHILLIPS & KONINGSBERG, LLP",1,2,1657,Management,high,,,,,,,,,
A0139,Bill Rossbach,,,,1,"ROSSBACH HART, PC",1,2,1657,Management,high,,,,,,,,,
A0140,Mark C. Schultz,,,,1,"COHEN, PLACITELLA & ROTH",1,2,1657,Management,high,,,,,,,,,
A0141,Joseph W Steele V,,,,1,"STEELE & BIGGS, LLC",1,2,1657,Management,high,,,,,,,,,
A0142,Thomas R. Kline,,,,1,"Kline & Specter, P.C.",2,3,"1657, 2654",Management,high,,,,,,,,,
A0143,Richard J. Arsenault,Richard Arsenault,,,1,"Neblett, Beard & Arsenault; NEBLETT, BEARD & ARSENAULT; Neblett, Beard & Arsenault, LLP; NBA",15,21,"1657, 1699, 1708, 1742, 1811, 1905, 2199, 2220, 2223, 2284, 2299, 2320, 2328, 2333, 2514",ClassCounsel; Discovery; LeadCounsel; Management; Settlement,high,,,,,,,,,
A0144,Carlene Rhodes Lewis,,,,1,,2,3,"1657, 1699",Management,high,,,,,,,,,
A0145,Gerald E. Meunier,Gerald Meunier,,,1,"Gainsburgh, Benjamin, David, Meunier & Warshauer, L.L.C.; Gainsburgh, Benjamin",3,6,"1657, 1873, 2328",ClassCounsel; Communications; Management,high,,,,,,,,,
A0146,"Mark P. Robinson, Jr.",Mark Robinson,"Mark Robinson, Jr.","Mark P. Robinson, Jr",1,"Robinson, Calcagnie & Robinson; Robinson Calcagnie Robinson Shapiro Davis, Inc.; Robinson Calcagnie & Robinson Inc.; Robinson Calcagnie et al",8,14,"1657, 1699, 1905, 1909, 1953, 2100, 2299, 2342",Discovery; LeadCounsel; Management,high,,,,,,,,,
A0147,Drew Ranier,,,,1,,1,2,1657,Management,high,,,,,,,,,
A0148,Michael D. Hausfeld,Michael Hausfeld,,,1,"Hausfeld LLP; Cohen, Milstein, Hausfeld & Toll P.L.L.C.; Hausfeld, LLP; Cohen, Milstein, Hausfeld & Toll, PLLC",7,19,"1682, 1768, 1775, 1935, 1942, 2196, 2925",ClassCounsel; Communications; LeadCounsel; Management,high,,,,,,,,,
A0149,R. Frederick Walters,,,,1,"Walters Bender Strohbehn & Vaughan, P.C.; Walters Bender Strohbehn & Vaughan; Walters Bender Strohbehn Vaughn, PC",2,3,"1674, 1785",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0150,David M. Skeens,,,,1,"Walters Bender Strohbehn & Vaughan, P.C.",1,1,1674,ClassCounsel,high,,,,,,,,,
A0151,J. Michael Vaughan,,,,1,"Walters Bender Strohbehn & Vaughan, P.C.",1,1,1674,ClassCounsel,high,,,,,,,,,
A0152,Garrett M. Hodes,,,,1,"Walters Bender Strohbehn & Vaughan, P.C.",1,1,1674,ClassCounsel,high,,,,,,,,,
A0153,R. Bruce Carlson,,,,1,"Carlson Lynch Sweet Kilpela & Carpenter, LLP; Carlson Lynch LTD.; Carlson Lynch Ltd.",1,3,1674,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0154,Gary F. Lynch,Gary Lynch,,,1,"Lynch Carpenter, LLP; Lynch Carpenter LLP; Carlson Lynch Sweet & Kilpela, LLP; Carlson Lynch Sweet Kilpela & Carpenter, LLP",6,22,"03083, 1674, 2583, 3056, 3083, 3108",ClassCounsel; LeadCounsel; Management; Settlement,high,,,,,,,,,
A0155,Jamisen A. Etzel,Jamisen Etzel,,,1,"Carlson Lynch Sweet Kilpela & Carpenter, LLP; Carlson Lynch, LLP",2,2,"1674, 2968",ClassCounsel; LeadCounsel,high,,,,,,,,,
A0156,Francis O. Scarpulla,,,,1,"Law Offices of Francis O. Scarpulla; Zelle Hofmann Voelbel Mason & Gette, LLP",2,3,"1682, 1827",ClassCounsel; LeadCounsel,high,,,,,,,,,
A0157,William H. Parish,,,,1,"Parish & Small, PC",1,2,1682,LeadCounsel,high,,,,,,,,,
A0158,"A. Hoyt Rowell, III",,,,1,"Richardson, Patrick, Westbrook & Brickman, LLC; Richardson, Patrick, Westbrook & Brickman, L.L.C.",2,2,"1674, 1865",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0159,Daniel Myers,,,,1,"Richardson, Patrick, Westbrook & Brickman, LLC",1,1,1674,ClassCounsel,high,,,,,,,,,
A0160,Salvatore J. Graziano,,,,1,Bernstein Litowitz Berger & Grossmann LLP,1,1,1658,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0161,Robert A. Wallner,,,,1,Milberg LLP,1,1,1658,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0162,David A.P. Brower,,,,1,"Brower Piven, A Professional Corporation",1,1,1658,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0163,Mark Levine,,,,1,"Stull, Stull & Brody",1,1,1658,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0164,Anthony J. Bolognese,Anthony Bolognese,,,1,"Bolognese & Associates, LLC; BOLOGNESE & ASSOCIATES LLC",2,5,"1682, 1768",ClassCounsel; Communications; LeadCounsel,high,,,,,,,,,
A0165,Steven A. Kanner,Steven A Kanner,Steven Kanner,,1,"FREED KANNER LONDON & MILLEN LLC; Much Shelist Freed Denenberg Ament & Rubenstein, P.C.; Much Shelist Freed Denenberg Ament & Rubenstein, PC; Much Shelist Freed Denenberg Ament & Rubinstein, P.C.",4,10,"1682, 1768, 1942, 1957",ClassCounsel; LeadCounsel,high,,,,,,,,,
A0166,Robert N. Kaplan,Robert Kaplan,,,1,Kaplan Fox & Kilsheimer LLP; KAPLAN FOX & KILSHEIMER LLP,7,14,"1682, 1775, 1972, 2328, 2508, 2583, 2931",ClassCounsel; Communications; LeadCounsel; Management; Settlement,high,,,,,,,,,
A0167,Jeffrey P. Fink,,,,1,"Robbins Umeda & Fink, LLP",1,1,1658,LeadCounsel,high,,,,,,,,,
A0168,Caroline Schnurer,,,,1,"Robbins Umeda & Fink, LLP",1,1,1658,LeadCounsel,high,,,,,,,,,
A0169,Steve Wedeking,,,,1,"Robbins Umeda & Fink, LLP",1,1,1658,LeadCounsel,high,,,,,,,,,
A0170,Peter H. Burke,,,,1,"Whatley Drake, LLC",1,1,1658,LeadCounsel,high,,,,,,,,,
A0171,William S. Lerach,,,,1,Lerach Coughlin Stoia Geller Rudman & Robbins LLP,1,1,1658,LeadCounsel,high,,,,,,,,,
A0172,Travis E. Downs III,,,,1,Lerach Coughlin Stoia Geller Rudman & Robbins LLP,1,1,1658,LeadCounsel,high,,,,,,,,,
A0173,Amber L. Eck,,,,1,Lerach Coughlin Stoia Geller Rudman & Robbins LLP,1,1,1658,LeadCounsel,high,,,,,,,,,
A0174,Peter S. Pearlman,Peter Pearlman,,,1,Cohn Lifland Pearlman Herrmann & Knopf LLP; COHN LIFLAND PEARLMAN HERRMANN & KNOPF LLP,3,4,"1658, 1730, 2471",Communications,high,,,,,,,,,
A0175,Donald C. Brown,,,,1,"Weiner, Brodsky, Sidman & Kider",1,1,1677,Communications,high,,,,,,,,,
A0176,Thomas W. Withers,Thomas A. Withers,,,1,"Gillen, Withers & Lake, LLC",2,2,"1677, 2583",Communications; Management,high,,,,,,,,,
A0177,David J. Worley,,,,1,"Harris Penn Lowry, LLP; Chitwood, Harley & Harnes, LLP; Harris Penn Lowry LLP",2,4,"1677, 2583",ClassCounsel; Communications; LeadCounsel; Management,high,,,,,,,,,
A0178,"Paul J. Hanly, Jr.",,,,1,,1,1,1699,Management,high,,,,,,,,,
A0179,Daniel Becnel,"Daniel E. Becnel, Jr.",Daniel E. Becnel,"Daniel Becnel, Jr.",1,"Becnel Law Firm, LLC; Becnel Law Offices; Becnel Law Firm, L.L.C.; Law Offices of Daniel E. Becnel, Jr.",14,17,"1699, 1708, 1785, 1845, 1953, 1960, 1997, 2023, 2051, 2068, 2100, 2220, 2223, 2226",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0180,William M. Audet,William Audet,,,1,"Audet & Partners, LLP; Audet & Partners LLP; Alexander, Hawes & Audet, LLP",6,10,"1699, 1708, 1850, 1953, 2264, 3014",ClassCounsel; Communications; LeadCounsel; Management,high,,,,,,,,,
A0181,Peter W. Burg,Peter Burg,,,1,"Burg Simpson Eldredge Hersh Jardine, P.C.",2,3,"1699, 1909",Fees; Management,high,,,,,,,,,
A0182,Thomas Cartmell,Thomas P. Cartmell,,,1,"Wagstaff & Cartmell; Wagstaff & Cartmell, LLP",5,9,"1699, 2342, 3047, 3073, 3081",Management,high,,,,,,,,,
A0183,Michael Galpern,Michael A. Galpern,,,1,"Javerbaum Wurgaft Hicks Kahn Wikstrom & Sinins PC; Locks Law Firm, LLC",4,6,"1699, 2025, 2974, 3081",ClassCounsel; Coordination; Management,high,,,,,,,,,
A0184,Tina Nieves,Tina B. Nieves,Tina Bailer Nieves,,1,Gancedo & Nieves; Gancedo & Nieves LLP,3,5,"1699, 1789, 1905",Management,high,,,,,,,,,
A0185,Frank M. Pitre,Frank Mario Pitre,,,1,"Cotchett, Pitre & McCarthy",2,2,"1699, 1968",Management,high,,,,,,,,,
A0186,Kristian W. Rasmussen,,,,1,,1,1,1699,Management,high,,,,,,,,,
A0187,Joseph W. Cotchett,Joseph Cotchett,,,1,"Cotchett, Pitre & McCarthy",3,4,"1699, 1807, 1819",Communications; LeadCounsel; Management; Trial,high,,,,,,,,,
A0188,Amy W. Schulman,Amy Schulman,,,1,DLA Piper US LLP,3,3,"1699, 1850, 1909",Communications; LeadCounsel,high,,,,,,,,,
A0189,Ben Barnow,,,,1,"Barnow and Associates, P.C.; Barnow & Associates, P.C.",12,20,"1704, 1838, 1940, 1998, 2046, 2068, 2173, 2258, 2357, 2474, 3056, 3090",ClassCounsel; Communications; LeadCounsel; Management,high,,,,,,,,,
A0190,Robert M. Rothman,,,,1,Robbins Geller Rudman & Dowd LLP,1,1,1704,ClassCounsel,high,,,,,,,,,
A0191,James F. Jorden,,,,1,Jorden Burt LLP,1,1,1712,Communications,high,,,,,,,,,
A0192,Charles F. Smith,,,,1,"Skadden, Arps, Slate, Meagher & Flom, LLP",1,1,1712,Communications,high,,,,,,,,,
A0193,David E. Tungate,,,,1,"Eckert Seamans Cherin & Mellott, LLC",1,1,1712,Communications,high,,,,,,,,,
A0194,Joseph A. Martin,,,,1,"Archer & Greiner, PC",1,1,1712,Communications,high,,,,,,,,,
A0195,Catherine S. Straggas,,,,1,Margolis Edelstein,1,1,1712,Communications,high,,,,,,,,,
A0196,Scott I. Fegley,,,,1,"Scott I. Fegley, Esq. Law Offices",1,1,1712,Communications,high,,,,,,,,,
A0197,Jeffrey B. McCarron,,,,1,Swartz Campbell & Detweiler,1,1,1712,Communications,high,,,,,,,,,
A0198,Marc L. Bogutz,,,,1,"Christie Pabarue Mortensen & Young, PC",1,1,1712,Communications,high,,,,,,,,,
A0199,Charles S. Zimmerman,,,,1,"Zimmerman Reed PLLP; ZIMMERMAN REED; Zimmerman Reed, P.L.L.P.",4,9,"1708, 1905, 1943, 1990",ClassCounsel; Communications; LeadCounsel; Management,high,,,,,,,,,
A0200,Timothy A. Pratt,,,,1,SHOOK HARDY & BACON LLP,1,2,1708,LeadCounsel,high,,,,,,,,,
A0201,Joseph M. Price,,,,1,FAEGRE & BENSON,1,2,1708,Communications,high,,,,,,,,,
A0202,Jerome M. Marcus,,,,1,,1,3,1712,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0203,Jonathan Auerbach,,,,1,,1,3,1712,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0204,John Hargrove,John R. Hargrove,,,1,,1,3,1712,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0205,David S. Senoff,,,,1,,1,1,1712,Communications,high,,,,,,,,,
A0206,Robert Izard,,,,1,Schatz & Nobel P.C.,1,1,1658,LeadCounsel,high,,,,,,,,,
A0207,Lynn Lincoln Sarko,Lynn L. Sarko,,,1,"Keller Rohrback L.L.P.; KELLER ROHRBACK, LLP",2,2,"1658, 1735",ClassCounsel; LeadCounsel,high,,,,,,,,,
A0208,Marc I. Machiz,,,,1,"Cohen, Milstein, Hausfeld & Toll, P.L.L.C.",1,1,1658,LeadCounsel,high,,,,,,,,,
A0209,Joseph H. Meltzer,Joseph Meltzer,,,1,"Kessler Topaz Meltzer & Check, LLP; Schiffrin & Barroway, LLP; Barroway Topaz Kessler Meltzer & Check LLP; KESSLER TOPAZ MELTZER & CHECK LLP",6,7,"1658, 2025, 2335, 2508, 2905, 3047",ClassCounsel; LeadCounsel; Management; Settlement,high,,,,,,,,,
A0210,Joseph J. DePalma,Joseph DePalma,"Joseph J. DePalma, Esq.",,1,"Lite DePalma Greenberg & Rivas, LLC; Lite DePalma and Greenberg, LLC; LITE DEPALMA GREENBERG LLC; Lite DePalma Greenberg & Afanador",5,9,"1658, 1763, 2025, 2904, 3113",ClassCounsel; Communications; Discovery; LeadCounsel; Management,high,,,,,,,,,
A0211,Lisa J. Rodriguez,Lisa Rodriguez,"Lisa J. Rodriguez, Esq.",,1,"Trujillo Rodriguez & Richards, LLC",3,4,"1658, 1850, 1914",Communications,high,,,,,,,,,
A0212,John R. Climaco,John Climaco,,,1,"Climaco, Lefkowitz, Peca, Wilcox & Garofoli Co., L.P.A.; Climaco, Lefkowitz, Peca, Wilxcox & Garofoli Co., LPA; Climaco, Lefkowitz, Peca, Wilcox & Garofoli Co. LPA; Climaco, Wilcox, Peca, Tarantino & Garofoli Co., L.P.A.",7,9,"1708, 1968, 2066, 2199, 2220, 2223, 2320",ClassCounsel; Communications; LeadCounsel; Management,high,,,,,,,,,
A0213,C. Brooks Cutter,Mr. C. Brooks Cutter,,,1,"Kershaw, Cutter & Ratinoff, LLP; Kershaw, Cutter & Ratinoff LLP",3,4,"1708, 1905, 1968",Management,high,,,,,,,,,
A0214,Lance A. Harke,Mr. Lance A. Harke,Lance Harke,,1,"Harke & Clasby LLP; Harke & Clasby, LLP; Harke Clasby & Bushman LLP",5,6,"1708, 1745, 1998, 2046, 2173",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0215,Mr. Irwin B. Levin,,,,1,"Cohen & Malad, LLP",1,1,1708,Management,high,,,,,,,,,
A0216,Richard A. Lockridge,Richard Lockridge,,,1,"Lockridge Grindal Nauen, PLLP",2,2,"1708, 1960",Expert; Management,high,,,,,,,,,
A0217,Ramon Lopez,Ramon Rossi Lopez,Mr. Ramon R. Lopez,Ramon R. Lopez,1,"Lopez, Hodes, Restaino, Milman & Skikos; Lopez McHugh LLP; Lopez McHugh, LLP",5,8,"1708, 1742, 1909, 2385, 2502",Coordination; Management; Settlement,high,,,,,,,,,
A0218,Ms. Stacey L. Mills,,,,1,"Heins, Mills & Olson, PLC",1,1,1708,Management,high,,,,,,,,,
A0219,Paul Pennock,Paul J. Pennock,Mr. Paul J. Pennock,,1,"Morgan & Morgan, P.A.; Weitz & Luxenberg, P.C.; Weitz & Luxenberg (NY); Morgan & Morgan",6,7,"1708, 1769, 2299, 2973, 3036, 3094",LeadCounsel; Management,high,,,,,,,,,
A0220,Hunter J. Shkolnik,Hunter Shkolnik,Mr. Hunter J. Shkolnik,Hunter S. Shkolnik,1,"Rheingold, Valet, Rheingold, Shkolnik & McCartney LLP; Napoli Shkolnik; Rheingold, Valet, Rheingold, Shkolnik & Mccartney LLP; Rheingold,Valet, Rheingold, Shkolnik & McCartney, LLP",8,13,"1708, 1905, 2066, 2199, 2220, 2385, 3080, 3121",LeadCounsel; Management; Settlement,high,,,,,,,,,
A0221,Ms. Silvija A. Strikis,,,,1,"Kellogg, Huber, Hansen, Todd, Evans & Figel, PLLC",1,1,1708,Management,high,,,,,,,,,
A0222,Teresa Toriseva,Ms. Teresa Toriseva,Teresa C. Toriseva,,1,"Wexler Toriseva Wallace LLP; Hill Toriseva & Williams, PLLC; Wexler, Toriseva Wallace LLP; Toriseva Law",4,6,"1708, 1842, 1905, 1968",LeadCounsel; Management,high,,,,,,,,,
A0223,Abraham Rappaport,,,,1,,1,1,1725,Communications,high,,,,,,,,,
A0224,Jerome L. Skinner,,,,1,Nolan Law Group,1,1,1721,Communications,high,,,,,,,,,
A0225,"John C. Nettels, Jr.",,,,1,Stinson Morrison Hecker L.L.P.,1,1,1721,Communications,high,,,,,,,,,
A0226,Heather S. Woodson,,,,1,Stinson Morrison Hecker L.L.P.,1,1,1721,Communications,high,,,,,,,,,
A0227,Craig L. Meadows,,,,1,"Hawley, Troxell, Ennis, & Hawley L.L.P.",1,1,1721,Communications,high,,,,,,,,,
A0228,Jason D. Scott,,,,1,"Hawley, Troxell, Ennis, & Hawley L.L.P.",1,1,1721,Communications,high,,,,,,,,,
A0229,Joseph W. Phebus,,,,1,,1,1,1718,ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0230,Michael Caddell,Michael A. Caddell,,,1,Caddell & Chapman,3,4,"1718, 2046, 2223",ClassCounsel; Communications; LeadCounsel; Management,high,,,,,,,,,
A0231,Andrew J. McGuinness,,,,1,Dykema Gossett PLLC,1,1,1718,Communications; LeadCounsel,high,,,,,,,,,
A0232,Thomas M. Hanson,,,,1,Dykema Gossett PLLC,1,1,1718,LeadCounsel,high,,,,,,,,,
A0233,Peter M. Kellett,,,,1,Dykema Gossett PLLC,1,1,1718,LeadCounsel,high,,,,,,,,,
A0234,Barry Goodman,,,,1,,1,1,1718,Communications,high,,,,,,,,,
A0235,D. Michael Campbell,,,,1,Campbell Law,2,2,"1718, 2359",Management; Motions,high,,,,,,,,,
A0236,Ed Zebersky,,,,1,,1,1,1718,Management,high,,,,,,,,,
A0237,Jeff Lowe,,,,1,,2,2,"1718, 2100",Management,high,,,,,,,,,
A0238,Gary Koederitz,,,,1,,1,1,1718,Management,high,,,,,,,,,
A0239,Emily Peacock,,,,1,,1,1,1718,Management,high,,,,,,,,,
A0240,"Charles R. Houssiere, III",Charles Houssiere,,,1,,2,3,"1718, 2974",Management,high,,,,,,,,,
A0241,Paul O. Paradis,,,,1,"ABBEY SPANIER RODD ABRAMS & PARADIS LLP; ABBEY SPANIER RODD ABRAMS & PARADIS, LLP",2,2,"1730, 1737",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0242,Carolyn Beasley Burton,,,,1,THE MILLS LAW FIRM,1,3,1735,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0243,Robert J. Bonsignore,Robert Bonsignore,,,1,BONSIGNORE & BREWER,1,3,1735,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0244,Dale Evans,,,,1,,1,1,1735,ClassCounsel,high,,,,,,,,,
A0245,Kent Hirsh,,,,1,,1,1,1735,ClassCounsel,high,,,,,,,,,
A0246,Bruce E. Gerstein,,,,1,GARWIN GERSTEIN & FISHER LLP; Garwin Gerstein & Fisher LLP,2,4,"1730, 2409",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0247,Dan Berger,,,,1,"BERGER & MONTAGUE, PC",1,2,1730,Management,high,,,,,,,,,
A0248,David F. Sorensen,David Sorensen,,,1,"BERGER & MONTAGUE, PC; Berger & Montague, P.C.; BERGER & MONTAGUE, P.C.",2,5,"1730, 2409",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0249,Eric Cramer,Eric L. Cramer,,,1,"BERGER & MONTAGUE, PC; Berger Montague PC",2,4,"1730, 3121",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0250,Stuart Des Roches,,,,1,"ODOM & DES ROCHES, L.L.P.",1,2,1730,Management,high,,,,,,,,,
A0251,Greg Odom,,,,1,"ODOM & DES ROCHES, L.L.P.",1,2,1730,Management,high,,,,,,,,,
A0252,David P. Smith,,,,1,"PERCY, SMITH & FOOTE",1,2,1730,Management,high,,,,,,,,,
A0253,Todd S. Collins,,,,1,"BERGER & MONTAGUE, P.C.",1,1,1735,ClassCounsel,high,,,,,,,,,
A0254,Ann Miller,,,,1,"ANN MILLER, LLC",1,1,1735,ClassCounsel,high,,,,,,,,,
A0255,Alan Kluger,,,,1,"Kluger, Peretz, Kaplan & Berlin, P.L.",1,1,1733,LeadCounsel,high,,,,,,,,,
A0256,Steve Silverman,,,,1,"Kluger, Peretz, Kaplan & Berlin, P.L.",1,1,1733,LeadCounsel,high,,,,,,,,,
A0257,Allan B. Cooper,,,,1,"Ervin Cohen & Jessup, LLP",1,1,1733,Management,high,,,,,,,,,
A0258,Timothy R. Beyer,,,,1,"Brownstein, Hyatt & Farber",1,1,1733,Management,high,,,,,,,,,
A0259,Mila F. Bartos,,,,1,"Finkelstein, Thompson & Loughran",1,1,1733,Management,high,,,,,,,,,
A0260,Ellen Pilelsky,,,,1,"Oppenheim, Pilelsky, PA",1,1,1733,Management,high,,,,,,,,,
A0261,Bryan R. Sup,,,,1,"Schwartz, Cooper, Greenberger & Krauss",1,1,1733,Management,high,,,,,,,,,
A0262,Kimberley K. Baer,,,,1,"Wandro, Baer & Appel, P.C.",1,1,1733,Communications; Management,high,,,,,,,,,
A0263,Matthew Tuccillo,,,,1,Shapiro Haber & Urmy LLP,1,1,1733,Management,high,,,,,,,,,
A0264,Peggy Pitt,,,,1,"Pitt, McGehee, Miller Palmer & Rivers, P.C.",1,1,1733,Management,high,,,,,,,,,
A0265,Gary A. Growe,,,,1,"Blumenfeld Kaplan & Sandweiss, P.C.",1,1,1733,Management,high,,,,,,,,,
A0266,Don P. Foster,,,,1,"Klehr, Harison, Harvey, Branzburg & Ellers, LLP",1,1,1733,Management,high,,,,,,,,,
A0267,Curtis Trinko,,,,1,"Law Offices of Curtis V. Trinko, LLP",1,1,1733,Management,high,,,,,,,,,
A0268,Peter H. Weinberger,Peter Weinberger,,,1,"Spangenberg, Shibley& Liber, LLP",2,2,"1733, 1909",Fees; Management,high,,,,,,,,,
A0269,Gary M. Smith,Gary K. Smith,,,1,Graham & Graham Co. LPA; Law Offices of Gary K. Smith,2,2,"1733, 1785",Management,high,,,,,,,,,
A0270,Robert A. Bilott,,,,1,"Taft, Stettinius & Hollister LLP",1,1,1733,Management,high,,,,,,,,,
A0271,"Jack J. Pringle, Jr.",,,,1,"Ellis, Lawhorne & Sims, P.A.",1,1,1733,Management,high,,,,,,,,,
A0272,Gary Polland,,,,1,Gary Polland & Associates,1,1,1733,Management,high,,,,,,,,,
A0273,James C. Peterson,,,,1,"Hill, Peterson, Carper, Bee & Deitzler, PLLC",1,1,1733,Management,high,,,,,,,,,
A0274,Larry A. Winter,,,,1,Winter Johnson & Hill PLLC,1,1,1733,Management,high,,,,,,,,,
A0275,Philip S. Beck,,,,1,Bartlit Beck Herman Palenchar & Scott LLP,2,2,"1733, 1928",LeadCounsel,high,,,,,,,,,
A0276,Adam L. Hoeflich,Adam Hoeflich,,,1,"Bartlit Beck Herman Palenchar & Scott LLP; Bartlit Beck Herman Palenchar & Scott, LLP; Bartlit Beck",3,3,"1733, 2023, 2284",LeadCounsel,high,,,,,,,,,
A0277,Robert Fanter,,,,1,Whitfield & Eddy,1,1,1733,Communications,high,,,,,,,,,
A0278,John Sherk,,,,1,"Shook, Hardy & Bacon LLP",1,1,1733,Communications,high,,,,,,,,,
A0279,Eric Anielak,,,,1,"Shook, Hardy & Bacon LLP",1,1,1733,Management,high,,,,,,,,,
A0280,Andrew Carpenter,,,,1,"Shook, Hardy & Bacon LLP",1,1,1733,Management,high,,,,,,,,,
A0281,Sean Gallagher,,,,1,Bartlit Beck Herman Palenchar & Scott LLP,1,1,1733,Management,high,,,,,,,,,
A0282,Mark Levy,,,,1,Kilpatrick Stockton LLP,1,1,1733,Management,high,,,,,,,,,
A0283,Kaspar Stoffelmayr,,,,1,Bartlit Beck Herman Palenchar & Scott LLP,1,1,1733,Management,high,,,,,,,,,
A0284,Dianne M. Nast,Dianne Nast,,,1,"RodaNast, P.C.; Roda Nast, P.C.; NastLaw, LLC; RODA & NAST PC",10,15,"1730, 1905, 1997, 2068, 2226, 2299, 2342, 2458, 2502, 3080",ClassCounsel; Communications; Discovery; LeadCounsel; Management,high,,,,,,,,,
A0285,Herbert J. Stern,,,,1,STERN & KILCULLEN,1,1,1730,Communications,high,,,,,,,,,
A0286,Kenneth A. Wexler,Kenneth Wexler,,,1,Wexler Wallace LLP; Wexler Toriseva Wallace LLP; THE WEXLER LAW FIRM LLP,6,7,"1730, 1745, 1850, 2242, 2409, 2966",ClassCounsel; LeadCounsel; Management; SettlementAdministration,high,,,,,,,,,
A0287,R. Laurence Macon,,,,1,AKIN GUMP STRAUSS HAUER & FELD LLP,1,1,1730,LeadCounsel; Management,high,,,,,,,,,
A0288,James V. Bashian,,,,1,"LAW OFFICES OF JAMES V. PASHIAN, P.C.",1,1,1730,Management,high,,,,,,,,,
A0289,Janet G. Abaray,Janet Abaray,,,1,"Burg Simpson Eldredge Hersh & Jardine; Lopez, Hodes, Restaino, Milman & Skikos",2,6,"1742, 1953",Communications; LeadCounsel; Management,high,,,,,,,,,
A0290,Ellen Relkin,,,,1,"Weitz & Luxenberg, PC; Weitz & Luxenberg; Weitz & Luxenberg, P.C.",6,11,"1742, 2087, 2913, 3014, 3044, 3140",Coordination; LeadCounsel; Management,high,,,,,,,,,
A0291,Monica Gant,,,,1,"Law Offices of Daniel E. Becnel, Jr.",1,1,1742,Management,high,,,,,,,,,
A0292,Jerrold Parker,Jerrold S. Parker,,,1,"Parker & Waichman, LLP; Parker Waichman Alonso LLP; Parker, Waichman & Alonso, LLP; Parker Waichman (FL)",5,6,"1742, 1842, 1909, 2220, 2299",Management,high,,,,,,,,,
A0293,Ray Chester,,,,1,"McGinnis, Lochridge & Kilgore LLP",1,1,1742,Management,high,,,,,,,,,
A0294,Michael London,Michael A. London,,,1,"Douglas & London; Douglas & London, P.C.",9,16,"1742, 1842, 1953, 2023, 2051, 2068, 2100, 2385, 3089",Communications; LeadCounsel; Management; Settlement,high,,,,,,,,,
A0295,Matthew Lundy,,,,1,"Lundy & Davis, LLP",1,1,1742,Management,high,,,,,,,,,
A0296,Robert Blanchard,,,,1,"Levin, Papantonio, Thomas, Mitchell, Echsner & Procter, PA; Levin, Papantonio, Thomas, Mitchell, Echsner & Proctor, P.A.",2,2,"1742, 1968",Management,high,,,,,,,,,
A0297,Thomas Rogers,,,,1,"Richardson, Patrick, Westbrook & Brickman, LLC",1,1,1742,Management,high,,,,,,,,,
