Attorney_ID,Canonical_Name,AKA_1,AKA_2,AKA_3,Variants_Merged,Firms,N_MDLs,N_Mentions,MDLs,Roles,Confidence,Gender,Birth_Year,Undergrad_School,Undergrad_Grad_Year,Law_School_Name,Law_Grad_Year,Bar_States,Sources,Notes
A0092,Steven Silverman,Steve Silverman,,,2,"Silverman Thompson Slutkin & White, LLC; Kluger, Peretz, Kaplan & Berlin, P.L.",2,3,"1733, 2879",Communications; LeadCounsel,merged,,,,,,,,,
A0093,Jerrold Parker,Jerold Parker,Jerrold S. Parker,,2,"Parker, Waichman & Alonso; Parker & Waichman, LLP; Parker Waichman Alonso LLP; Parker, Waichman & Alonso, LLP",7,14,"1742, 1842, 1909, 2047, 2220, 2244, 2299",Management,merged,,,,,,,,,
A0094,Kenneth Seeger,Ken Seeger,,,2,"Seeger Salvas LLP; SEEGER o SALVAS LLP; SEEGER SALVAS, LLP; Seeger Salvas",2,5,"2197, 2244",Coordination; Expert; Fees; Management; Trial,merged,,,,,,,,,
A0095,Lawrence Gornick,Larry Gornick,,,2,"Levin, Simes, Kaiser & Gornick LLP; Kaiser Gornick LLP; KAISER GORNICK LLP; Levin, Simes, Kaiser & Gornick",4,10,"1909, 2197, 2244, 2545",Discovery; Fees; Management,merged,,,,,,,,,
A0096,Pete Kaufman,Peter Kaufman,,,2,"Panish Shea & Boyle; PANISH, SHEA & BOYLE LLP; Panish, Shea, Boyle, Ravipudi",3,8,"2197, 2244, 3140",Coordination; Expert; Fees,merged,,,,,,,,,
A0097,C. Vaughn,Brett Vaughn,C. Brett Vaughn,,2,"The Hollis Law Firm, P.A.; Hollis Law Firm; Nigh Goldenberg Raso & Vaughn, PLLC",3,4,"2846, 2875, 3029",Management,merged,,,,,,,,,
A0098,J. Nabers,Joseph Scott Nabers,,,2,"Nabers Law Firm; Blizzard, McCarthy & Nabers",2,2,"2458, 2875",Management,merged,,,,,,,,,
A0099,Jeff Gibson,Jeffrey Gibson,,,2,"Wagner Reese, LLP; COHEN & MALAD, LLP; Cohen & Malad, LLP",3,3,"2657, 2738, 2875",Management,merged,,,,,,,,,
A0100,Steven Babin,Steve Babin,,,2,"Babin Law, LLC",2,3,"2846, 2875",Management,merged,,,,,,,,,
A0101,John Fiske,John Fisk,,,2,Gomez Trial Attorneys,1,2,2391,Management,merged,,,,,,,,,
A0102,Diandra “Fu” Debrosse Zimmermann,Diandra “Fu” Debrosse Zimmerman,Diandra Zimmermann,Diandra Debrosse Zimmermann,2,Dicello Levitt Gutzler; DiCello Levitt; Zarzaur Mujumdar & Debrossee,5,9,"2775, 3004, 3026, 3047, 3094",LeadCounsel; Management,merged,,,,,,,,,
A0103,Gregory Hopper,Greg Hopper,,,2,"Bekman, Marder & Adkins",1,3,2775,Coordination; Management,merged,,,,,,,,,
A0104,Jean Martin,Jean S. Martin,Jean Sutton Martin,Juan R. Martinez,2,Morgan & Morgan; Law Office of Jean Sutton Martin; Morgan & Morgan Mass Tort Dept.,5,9,"2775, 2904, 3080, 3096, 3114",ClassCounsel; LeadCounsel; Management,merged,,,,,,,,,
A0105,James Reeves,Jim Reeves,,,2,"Reeves & Mestayer; Reeves & Mestayer, PLLC; Lumpkin & Reeves, PLLC",3,7,"2047, 2495, 2775",Coordination; Management,merged,,,,,,,,,
A0106,Matthew Sill,Matthew J. Sill,Matt Sill,,2,Fulmer Sill; Sill Law Group; Sill & Medley; the Sill Law Group,5,10,"2226, 2331, 2700, 3026, 3108",ClassCounsel; Communications; Coordination; LeadCounsel; Management,merged,,,,,,,,,
A0107,Christopher Tisi,Christopher V. Tisi,Chris Tisi,,2,"ASHCRAFT & GEREL, LLP; LEVIN, PAPANTONIO, THOMAS, MITCHELL, RAFFERTY, & PROCTOR, PA",4,7,"1657, 1909, 2545, 2738",Fees; Management,merged,,,,,,,,,
A0108,Michael Papantonio,Mike Papantonio,,,2,"Levin, Papantonio, et al.; LEVIN, PAPANTONIO, THOMAS, MITCHELL, RAFFERTY & PROCTOR, PA",2,6,"1953, 2545",Management,merged,,,,,,,,,
A0109,Christopher Ridout,Cristopher Ridout,,,2,Zimmerman Reed; Zimmerman Reed LLP,2,3,"2020, 2827",ClassCounsel; Discovery; Management; Settlement,merged,,,,,,,,,
A0110,W. Joseph Bruckner,,,,2,Lockridge Grindal Nauen P.L.L.P.; Lockridge Grindal Nauen PLLP; LOCKRIDGE GRINDAL NAUEN P.L.L.P.,5,9,"1775, 1942, 1996, 2796, 2993",ClassCounsel; LeadCounsel; Management,merged,,,,,,,,,
A0111,Daniel Lapinski,Daniel Lapinsky,,,2,"Wilentz, Goldman & Spitzer; Wilentz, Goldman aurd Spitzer; WILENTZ, GOLDMAN & SPITZER, P.A.; Wilentz, Goldman & Spitzcr, P.A.",4,7,"1953, 2272, 2738, 2789",Management,merged,,,,,,,,,
A0112,Tobias Millrood,Tobias L. Millrood,Mr. Tobias L. Millrood,Tobias Milrood,2,"Pogust, Braslow and Millrood; Pogust Braslow & Millrood LLC; Schiffrin & Barroway, LLP; Pogust Braslow & Millrood, LLC",5,7,"1708, 1909, 2272, 2657, 2974",LeadCounsel; Management,merged,,,,,,,,,
A0113,J. Rome,J. Liat Rome,,,2,Williams & Connolly LLP,1,4,2873,Coordination; Management,merged,,,,,,,,,
A0114,Larry Cohan,Lawrence J. Cohan,,,2,"Saltz Mongeluzzi & Bendesky, P.C.; Anapol Weiss; Anapol Schwartz Weiss Cohan Feldman & Smalley P.C.; Anapol Schwartz Weiss Cohan Feldmen & Smalley P.C.",2,7,"1763, 2873",LeadCounsel; Management; Settlement,merged,,,,,,,,,
A0115,Matt Edling,Matthew Edling,Matthew K. Edling,,2,"Sher Edling, LLP; Cotchett; Cotchett, Pitre, & McCarthy, LLP",3,4,"2017, 2624, 2873",Communications; LeadCounsel; Management,merged,,,,,,,,,
A0116,Steven Rotman,Steve Rotman,,,2,HAUSFELD,2,2,"2657, 2924",Management,merged,,,,,,,,,
A0117,Karen H. Riebel,Karen Riebel,Karen Hanson Riebel,Karen Ribel,2,Lockridge Grindal Nauen PLLP; Lockridge Grindal Nauen P.L.L.P.; Lockridge Grindal Nauen P.L.L.P; Lockridge Grindal Nauen LLP,11,30,"3083, 2359, 2522, 2583, 2586, 2595, 2752, 2800, 2833, 2915, 3108",ClassCounsel; Communications; Discovery; Expert; LeadCounsel; Management; Settlement,merged,,,,,,,,,
A0118,Steve Skikos,Steven Skikos,,,2,"Skikos, Crawford, Skikos, Joseph & Millican; SKIKOS, CRAWFORD, SKIKOS & JOSEPH LLP; Skikos, Crawford, Skikos and Joseph; Skikos, Crawford, Skikos, Joseph & Millican LLP",3,5,"1909, 2197, 2804",Communications; Fees; LeadCounsel; Management,merged,,,,,,,,,
A0119,C. Warriner,C. Calvin Warriner,Calvin Warriner,"Calvin Warriner, III",2,"Searcy Denney Scarola Barnhart & Shipley PA; Searcy Denney Scarola Barnhart & Shipley, PA; Searcy Denney Scarola Barnhart & Shipley",5,9,"2004, 2244, 2768, 2949, 3044",LeadCounsel; Management; SettlementAdministration,merged,,,,,,,,,
A0120,Timothy O'Brien,Timothy M. O’Brien,Timothy M. O'Brien,Tim O'Brien,2,"Levin, Papantonio, Thomas, Mitchell, Rafferty & Proctor, P .A.; Levin, Papantonio, Thomas, Mitchell, Echsner & Proctor, P.A.; Levin, Papantonio, Thomas, Mitchell, Rafferty & Proctor, P.A.; Levin, Papantino, Thomas, Mitchell, Rafferty & Proctor, P.A.",7,11,"1708, 1789, 2750, 2846, 2973, 3029, 3044",Fees; LeadCounsel; Management,merged,,,,,,,,,
A0121,Frederick Longer,Fred Longer,Frederick S. Longer,,2,"Levin Sedran & Berman LLP; Levin, Fishbein, Sedran & Berman",4,6,"2434, 2592, 2924, 3089",Management; Motions,merged,,,,,,,,,
A0122,Frederick Hovde,Fredrick Hovde,,,2,"Hovde Dassow & Deets, LLC; Hovde, Dassow + Deets, LLC",2,6,"2391, 2570",Communications; Coordination; Management,merged,,,,,,,,,
A0123,Peter Miller,Peter A. Miller,Pete Miller,,2,The Miller Law Firm; The Miller Firm LLC; Miller Dellafera PLC,3,6,"1968, 2391, 2767",Management,merged,,,,,,,,,
A0124,E. Kirk Wood,Kirk Wood,"E. Kirk Wood, Jr.",,2,"Wood Law Firm LLC; Wood Law Firm, LLC",3,4,"1985, 1998, 2595",Communications; Coordination; Discovery; Expert; Management; Motions; Settlement,merged,,,,,,,,,
A0125,Marc L. Godino,Mark Godino,,,2,Glancy Binkow and Goldberg LLP,2,3,"2357, 2904",LeadCounsel; Management,merged,,,,,,,,,
A0126,Matthew Schultz,Matt Schultz,Matthew D. Schultz,,2,"Levin, Papantonio, Thomas, Mitchell, Rafferty,

& Proctor, P.A.; Levin, Papantonio, Thomas, Mitchell, Rafferty & Proctor, P.A.; Levin Papantonio Thomas Mitchell Rafferty Proctor, PA; Levin, Papantonio, Rafferty, Proctor, Buchanan, O’Brien, Barr & Mougey, P.A.",6,9,"2570, 2641, 2695, 2816, 2886, 3051",Management; Settlement,merged,,,,,,,,,
A0127,"Michael
 Heaviside",Mike Heaviside,,,2,Heaviside Reed Zaic,2,7,"2502, 2570",LeadCounsel; Management,merged,,,,,,,,,
A0128,Jonathan Sedgh,Jonathan Sedge,,,2,"Weitz & Luxenberg, PC",2,4,"2570, 3037",Management,merged,,,,,,,,,
A0129,Rich Hood,Richard J. Hood,,,2,"The Hood Law Firm; Andrus Boudreaux, PLC",2,2,"2087, 2767",LeadCounsel; Management,merged,,,,,,,,,
A0130,Richard M. Paul III,Rick Paul,Richard Paul,RICK PAUL,2,"Paul LLP; Paul, LLP; Paul McInnes LLP",7,11,"2591, 2820, 2993, 3023, 3025, 3031, 3043",ClassCounsel; Communications; Management,merged,,,,,,,,,
A0131,Stephen A. Corr,Stephen Corr,Stephen A.Cor,,2,"Mellon, Webster & Shelly; Stark & Stark, P.C.; MELLON, WEBSTER & SHELLY",5,11,"1871, 1995, 2034, 2342, 2458",ClassCounsel; Communications; Fees; LeadCounsel; Management,merged,,,,,,,,,
A0132,Brian J. McCormick,"Brian McCormick, Jr.",,,2,"Sheller, P.C.; Sheller P.C.",2,5,"1871, 1943",Management,merged,,,,,,,,,
A0133,K. Bailey,K. Camp Bailey,Camp Bailey,,2,"Bailey Peavy Bailey, PLLC; Bailey Perrin Bailey",3,3,"1769, 1968, 2789",LeadCounsel; Management,merged,,,,,,,,,
A0134,Philip Sechler,Phillip Sechler,,,2,"Robbins, Russell, Englert, Orseck, Untereiner & Sauber LLP",1,2,2785,Communications,merged,,,,,,,,,
A0135,Jon Robinson,John Robinson,,,2,"Bolen Robinson & Ellis, LLP; Gordon & Rees, LLP",2,7,"2804, 2936",ClassCounsel; Management,merged,,,,,,,,,
A0136,John Smith,Jack Smith,,,2,Flaherty Sensabaugh Bonasso PLLC,1,2,2804,Management; Settlement,merged,,,,,,,,,
A0137,"H. Laddie Montague, Jr.",H. Laddie Montague,Laddie Montague,H. Montague,2,"Berger & Montague, P.C.; BERGER & MONTAGUE, P.C.; Berger & Montague, PC",8,11,"1768, 1782, 1935, 2173, 2270, 2437, 2567, 2687",ClassCounsel; Communications; LeadCounsel; Management,merged,,,,,,,,,
A0138,Richard Root,Rick Root,,,2,"MORRIS BART, LLC",1,2,2738,Management,merged,,,,,,,,,
A0139,W. Roger Smith,Roger Smith,,,2,"Beasley, Allen, Crow, Methvin, Portis & Miles, P.C.; Beasley Allen",3,6,"2434, 3043, 3140",Expert; Management; Vetting,merged,,,,,,,,,
A0140,Shelly Kaufman,Shelley Kaufman,,,2,Geragos and Geragos,1,2,2434,Management,merged,,,,,,,,,
A0141,Tom Bender,Thomas V. Bender,,,2,"Horn Aylward & Bandy, LLC; Walters Bender Strohbehn & Vaughan, P.C.; WALTERS BENDER STROHBEHN & VAUGHAN, P.C.; Horn, Aylward & Bandy, LLC",4,12,"1840, 1967, 2591, 2936",ClassCounsel; Communications; Discovery; Expert; LeadCounsel; Management; Motions,merged,,,,,,,,,
A0142,Michael Weinkowitz,Mike Weinkowitz,,,2,,3,7,"2385, 2592, 3047",Coordination; Management,merged,,,,,,,,,
A0143,Tor Hoerman,Tor Hoermann,,,2,"TOR HOERMAN LAW, LLC; Simmons Cooper LLC",3,5,"1909, 2385, 2452",Coordination; LeadCounsel; Management; Settlement,merged,,,,,,,,,
A0144,Stephen Susman,Steve Susman,,,2,Susman Godfrey LLP; Susman Godfrey L.L.P.,2,2,"2002, 2567",LeadCounsel,merged,,,,,,,,,
A0145,Paul Sizemore,J. Paul Sizemore,,,2,Giardi Keese,2,2,"1699, 1968",Management,merged,,,,,,,,,
A0146,Robert G. Germany,Bob Germany,,,2,"PITTMAN, GERMANY, ROBERTS & WELSH, L.L.P.; Pittman, Germany, Roberts & Welsh, LLP",2,2,"1760, 1789",Management,merged,,,,,,,,,
A0147,H. Blair Hahn,Blair Hahn,,,2,"Richardson, Patrick, Westbrook & Brickman, LLC; RICHARDSON, PATRICK, WESTBROOK, & BRICKMAN, LLC; Richardson, Patrick, Westbrook, & Brickman LLC",4,10,"1785, 1953, 2333, 2502",ClassCounsel; LeadCounsel; Management,merged,,,,,,,,,
A0148,Isaac Diel,Issac Diel,Isaac L. Diel,,2,Sharp Law LLP; Sharp McQueen PA,3,7,"1785, 2328, 2993",ClassCounsel; Management,merged,,,,,,,,,
A0149,James H. Welsh,James Walsh,,,2,McGuireWoods LLP,2,4,"1845, 2196",Communications; LeadCounsel,merged,,,,,,,,,
A0150,Matt Moreland,Matthew B. Moreland,,,2,,2,2,"1873, 2328",Management,merged,,,,,,,,,
A0151,Jeff S. Westerman,Jeff Westerman,Jeff S.Westerman,Jeffrey Westerman,2,Milberg LLP; Westerman Law Corp.; Milberg Weiss LLP,4,8,"1891, 2145, 2199, 2264",ClassCounsel; LeadCounsel; Management,merged,,,,,,,,,
A0152,Steven R. Maher,Steven Maher,Stephen Maher,,2,THE MAHER LAW FIRM; Maher Law Firm,3,3,"1935, 1938, 2100",LeadCounsel; Management,merged,,,,,,,,,
A0153,Theodore Babbitt,Ted Babbitt,,,2,"Babbitt, Johnson, Osborne & LeClainche, P.A.; Babbitt, Johnson, Osborne & LeClainche",1,2,1928,Communications; Management,merged,,,,,,,,,
A0154,Ron Goldman,Ronald L.M. Goldman,,,2,"Baum Hedlund, Aristei & Goldman, PC; Baum Hedlund Aristei & Goldman",2,4,"1953, 2085",Management,merged,,,,,,,,,
A0155,Andy Alonzo,Andy Alonso,,,2,"Parker & Wachman; Parker Waichman Alonso LLP; Parker Waichman & Alonso, LLP",3,5,"1953, 2051, 2068",LeadCounsel; Management,merged,,,,,,,,,
A0156,Erick Rosemond,G. Erick Rosemond,,,2,"Hissey Kientz, L.L.P.; Hissey Kientz, L.L.P",1,2,1968,Management,merged,,,,,,,,,
A0157,Salvador Antonetti-Zequira,Salvador J. Antonetti-Stutts,,,2,O’NEILL & BORGES,1,2,1960,Communications; Discovery; Management,merged,,,,,,,,,
A0158,Jeff Carton,Jeffrey I. Carton,,,2,Denlca & Carton LLP,2,2,"2023, 2491",LeadCounsel; Management,merged,,,,,,,,,
A0159,S. Thomas Weinner,Thomas Wienner,,,2,"Weinner & Gould, P.C.; Wienner & Gould, P.C.",1,2,2042,Management,merged,,,,,,,,,
A0160,Conlee Whiteley,Conlee S. Whiteley,Conlee Whitely,,2,"KANNER & WHITELEY, L.L.C.",2,3,"2107, 2924",ClassCounsel; Management,merged,,,,,,,,,
A0161,Thomas J.H. Brill,Tom Brill,Thomas H. Brill,Thomas Brill,2,Law Office of Thomas H. Brill,1,6,2328,ClassCounsel; Communications; LeadCounsel,merged,,,,,,,,,
A0162,Katie McElveen,Catherine H. McElveen,,,2,"Richardson, Patrick, Westbrook & Brickman, LLC; McCulley McCluer LLC",2,2,"2333, 2972",Communications; Management,merged,,,,,,,,,
A0163,Theodore J. Leopold,Ted Leopold,,,2,"COHEN MILSTEIN SELLERS & TOLL PLLC; Cohen Milstein Sellers & Toll, PLLC",1,2,2540,ClassCounsel; LeadCounsel,merged,,,,,,,,,
A0164,Benjamin F. Johns,Benjamin Johns,Ben Johns,,2,CHIMICLES & TIKELLIS LLP; Chimicles & Tikellis LLP,2,4,"2577, 3090",ClassCounsel; Management,merged,,,,,,,,,
A0165,Pete Albanis,"Panagiotis “Pete” V. Albanis, Esq.",Panagiotis V. Albanis,,2,"MORGAN AND MORGAN COMPLEX LITIGATION GROUP; Morgan & Morgan, PA; MORGAN & MORGAN",3,3,"2577, 2688, 3079",ClassCounsel; Management,merged,,,,,,,,,
A0166,Marlo Fischer,Marlo Fisher,,,2,Laminack Pirtle & Martines; LAMINACK PIRTLE & MARTINES,2,4,"2924, 3092",Management,merged,,,,,,,,,
A0167,Travis Griffith,Travis A. Griffith,Travis Griffth,,2,"Griffith Law Center, PLLC; GRIFFITH LAW CENTER, PLLC",1,6,2936,ClassCounsel; Discovery,merged,,,,,,,,,
A0168,Ann Callis,Anne Callis,,,2,Holland Law Firm,2,5,"2973, 3043",Coordination; Management,merged,,,,,,,,,
A0169,D. Nicole Guntner,D. Nicole Gunter,,,2,"Aylstock, Witkin, Kreis & Overholtz, PLLC; Aylstock, Witkin, Kreis & Overholtz PLLC",2,3,"2973, 3094",Management,merged,,,,,,,,,
A0170,Julia Merritt,Julia A. Merritt,Julia Merrit,,2,Beasley Allen; Chaffin Luhana,2,4,"3004, 3140",Management; Vetting,merged,,,,,,,,,
A0171,D. Aaron Rihn,Daniel Rihn,,,2,"Robert Peirce & Associates, P.C.; Robert Peirce & Associates",2,4,"3014, 3140",Communications; Coordination,merged,,,,,,,,,
A0172,Timothy Semenoro,Timothy Semenero,,,2,"Montgomery McCracken Walker & Rhoads LLP; Montgomery McCracken, Walker & Rhoads LLP",1,2,3028,LeadCounsel; Management,merged,,,,,,,,,
A0173,Steven Bloch,Steve Bloch,,,2,Silver Golub & Teitell LLP,2,3,"3025, 3144",ClassCounsel; Management,merged,,,,,,,,,
A0174,Sterling Aldridge,Sarah Sterling Aldridge,,,2,"Barrett Law Group, P.A.",3,6,"2993, 3031, 3032",ClassCounsel; LeadCounsel,merged,,,,,,,,,
A0175,Steve Nathan,Steven M. Nathan,Steven Nathan,,2,HAUSFELD LLP,3,3,"3055, 3074, 3090",ClassCounsel; Discovery; Management,merged,,,,,,,,,
A0176,Thomas Loeser,Tom Loeser,Thomas E Loeser,Thomas E. Loeser,2,Cotchett Pitre & McCarthy LLP; Hagens Berman Sobol Shapiro LLP,3,5,"3073, 3114, 3115",Management,merged,,,,,,,,,
A0177,Nicholas Colella,Nicholas A. Colella,Nicolas Colella,,2,"LYNCH CARPENTER, LLP",2,4,"3074, 3090",ClassCounsel; Communications; LeadCounsel; Management,merged,,,,,,,,,
A0178,Bill Carmody,William Christopher Carmody,,,2,Susman Godfrey LLP; SUSMAN GODFREY LLP,2,4,"3113, 3121",ClassCounsel; LeadCounsel,merged,,,,,,,,,
A0179,Arthur Sherman,,,,1,Sherman & Salkow,1,1,1836,Bellwether,high,,,,,,,,,
A0180,James Gray,,,,1,Venable LLP,1,1,1836,LeadCounsel,high,,,,,,,,,
A0181,Joseph M. Price,Joseph Price,,,1,FAEGRE & BENSON; Faegre & Benson,2,3,"1708, 1836",Communications,high,,,,,,,,,
A0182,Michael Brown,,,,1,Reed Smith,1,1,1836,LeadCounsel,high,,,,,,,,,
A0183,Peter Gross,,,,1,Faegre & Benson,1,1,1836,Communications,high,,,,,,,,,
A0184,Philip Pfaffly,,,,1,Chestnut & Cambronne,1,1,1836,Bellwether,high,,,,,,,,,
A0185,Scott Smith,,,,1,"Halleland, Lewis, Nilan, & Johnson; HALLELAND LEWIS NILAN SIPKINS & JOHNSON, P.A.",2,2,"1431, 1836",Communications; LeadCounsel; LocalCounsel,high,,,,,,,,,
A0186,Tara Sutton,,,,1,"Robins Kaplan LLP; Robins, Kaplan, Miller & Ciresi LLP; Robins Kaplan, LLP; Robins Kaplan Miller & Ceresi",5,7,"1836, 2197, 2606, 2734, 3140",Communications; Fees; LeadCounsel; Management; Motions; Settlement,high,,,,,,,,,
A0187,Tracy Van Steenburgh,Tracy J. Van Steenburgh,,,1,"Halleland Lewis Nilan & Johnson; Nilan Johnson Lewis PA; Halleland, Lewis, Nilan, & Johnson; HALLELAND LEWIS NILAN SIPKINS & JOHNSON, P.A.",3,6,"1431, 1836, 1943",Communications; LeadCounsel; LocalCounsel,high,,,,,,,,,
A0188,Michael Noonan,,,,1,Shaheen and Gordon,1,1,2566,Management,high,,,,,,,,,
A0189,R. Alexander Saveri,,,,1,Saveri & Saveri,1,1,2566,Management,high,,,,,,,,,
A0190,Ronald Dardeno,,,,1,"Law Office of Frank L. Dardeno, LLP",1,1,2566,Management,high,,,,,,,,,
A0191,William Baldiga,,,,1,Brown Rudnick,1,1,2566,Management,high,,,,,,,,,
A0192,William Coulthard,,,,1,"Kemp, Jones and Coulthard, LLP",1,1,2566,Management,high,,,,,,,,,
A0193,Andrea Bierstein,,,,1,"Hanly, Conroy, Bierstein, Sheridan, Fisher & Hayes LLP; Simmons Hanly Conroy; Hanly Conroy Bierstein & Sheridan LLP",2,6,"1570, 2244",Management; Motions,high,,,,,,,,,
A0194,Dennis Pantazis,Dennis G. Pantazis,,,1,"Wiggins, Childs, Quinn and Pantazis",3,4,"1570, 1845, 2406",ClassCounsel; Management; Settlement,high,,,,,,,,,
A0195,Elliot Feldman,Elliot R. Feldman,,,1,Cozen O'Connor; COZEN O’CONNOR,2,3,"1570, 3052",Management,high,,,,,,,,,
A0196,Harry Huge,,,,1,,1,1,1570,Management,high,,,,,,,,,
A0197,J. Tarbutton,,,,1,Cozen O'Connor,1,2,1570,Communications; Management,high,,,,,,,,,
A0198,J.D. Lee,,,,1,"Lee, Lee & Lee",1,1,1570,Management,high,,,,,,,,,
A0199,James Kreindler,James P. Kreindler,,,1,"Kreindler & Kreindler LLP; Kreindler & Kreindler; Kreindler & Kreindler, LLP/ Lipsitz, Green Scime Cambria, LLP",2,3,"1570, 2085",LeadCounsel; Management,high,,,,,,,,,
A0200,Jayne Conroy,,,,1,"Simmons Hanly Conroy; HANLY CONROY BIERSTEIN SHERIDAN FISHER & HAYES; Simmons Hanly Conroy, LLC; Hanly, Conroy, Bierstein, Sheridan, Fisher & Hayes LLP",18,29,"1570, 1909, 2151, 2187, 2197, 2244, 2299, 2326, 2331, 2342, 2502, 2591, 2672, 2782, 2804, 2996, 3047, 3080",ClassCounsel; Communications; Fees; Management; SettlementAdministration,high,,,,,,,,,
A0201,Jodi Flowers,,,,1,Motley Rice LLC,1,1,1570,Management,high,,,,,,,,,
A0202,Joshua Ambush,,,,1,,1,1,1570,Management,high,,,,,,,,,
A0203,Justin Green,Justin T. Green,,,1,"Kreindler & Kreindler LLP; Kreinder & Kreindler LLP; Kreindler & Kreindler; Kreindler & Kreindler, LLP/ Lipsitz, Green Scime Cambria, LLP",2,4,"1570, 2085",Communications; LeadCounsel; Management,high,,,,,,,,,
A0204,Marc Moller,,,,1,Kreinder & Kreindler LLP; Kreindler & Kreindler,1,2,1570,Management,high,,,,,,,,,
A0205,Mark Mullen,,,,1,Cozen O'Connor,1,1,1570,Management,high,,,,,,,,,
A0206,Richard Hailey,,,,1,Ramey & Hailey,1,1,1570,Management,high,,,,,,,,,
A0207,Ronald Motley,,,,1,Motley Rice; Motley Rice LLC,2,3,"1570, 1763",LeadCounsel; Management; Settlement,high,,,,,,,,,
A0208,Sean Carter,,,,1,Cozen O'Connor,1,2,1570,Management,high,,,,,,,,,
A0209,Stephen Cozen,,,,1,Cozen O'Connor,1,1,1570,Management,high,,,,,,,,,
A0210,David Casey,"David S. Casey, Jr",,,1,"Casey Gerry Schenk Francavilla Blatt & Penfield LLP; Casey, Gerry, Schenk, Francavilla, Blatt & Penfield LLP; Casey Gerry Francavilla Blatt LLP; Gerry, Schenk, Francavilla, Blatt & Penfield LLP",5,10,"2323, 2672, 2777, 2797, 3149",ClassCounsel; Communications; LeadCounsel; Management; SettlementAdministration,high,,,,,,,,,
A0211,Charles Zimmerman,Charles S. Zimmerman,,,1,"Zimmerman Reed PLLP; ZIMMERMAN REED; Zimmerman Reed LLP; Zimmerman Reed, PLLP",9,18,"1431, 1708, 1905, 1943, 1990, 2323, 2441, 2522, 2820",ClassCounsel; Communications; LeadCounsel; Management; Settlement,high,,,,,,,,,
A0212,David Cialkowski,David M. Cialkowski,,,1,"Zimmerman Reed, PLLP; Zimmerman Reed; Zimmerman Reed, LLP; Zimmerman Reed LLP",4,6,"2474, 2522, 2993, 3107",ClassCounsel; LeadCounsel; Management; Settlement,high,,,,,,,,,
A0213,J. Rudd,J. Gordon Rudd,"J. Gordon Rudd, Jr.",,1,"Zimmerman Reed PLLP; Zimmerman Reed, PLLP; Zimmerman Reed, LLP; Zimmerman Reed LLP",9,10,"2000, 1700, 1958, 2247, 2474, 2522, 2564, 2691, 2734",ClassCounsel; LeadCounsel; Management; Settlement,high,,,,,,,,,
A0214,Jeffrey Bores,,,,1,Chesnut Cambronne PA,1,1,2522,Settlement,high,,,,,,,,,
A0215,Karl Cambronne,"Karl
 Cambronne",,,1,Chesnut Cambronne PA,1,3,2522,LeadCounsel; Settlement,high,,,,,,,,,
A0216,Benjamin Meiselas,,,,1,"Geragos & Geragos, APC",1,1,2795,,high,,,,,,,,,
A0217,Brian Gunmundson,,,,1,Zimmerman Reed LLP,1,1,2795,,high,,,,,,,,,
A0218,Carolyn Anderson,,,,1,Zimmerman Reed LLP,1,1,2795,,high,,,,,,,,,
A0219,Daniel Hedlund,Daniel C. Hedlund,,,1,"Gustafson Glueck, PLLC; Gustafson Gluek PLLC.; Gustafson Gluek PLLC",4,9,"2406, 2795, 2817, 3107",LeadCounsel; Management; Motions,high,,,,,,,,,
A0220,François Blaudeau,,,,1,Henninger Garrison Davis LLC,1,1,2795,,high,,,,,,,,,
A0221,Hart Robinovitch,,,,1,Zimmerman Reed; Zimmerman Reed LLP,4,5,"2639, 2795, 2820, 2993",LeadCounsel; Management,high,,,,,,,,,
A0222,James McDonough,,,,1,Henninger Garrison Davis LLC,1,1,2795,,high,,,,,,,,,
A0223,Lori Feldman,,,,1,"Geragos & Geragos, APC; Levi & Korsinsky LLP",3,3,"2705, 2795, 3090",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0224,Mark J. Geragos,Mark Geragos,,,1,"Geragos & Geragos, APC; Geragos & Geragos APC; Geragos & Geragos",3,3,"2199, 2220, 2795",Management,high,,,,,,,,,
A0225,Michelle Looby,MICHELLE LOOBY,,,1,"Gustafson Glueck, PLLC; Gustafson Gluek PLLC; Gustafson Gluek PLLC.; GUSTAFSON GLUEK PLLC",5,12,"2795, 2817, 2886, 2993, 3031",ClassCounsel; Communications; LeadCounsel; Management; Settlement,high,,,,,,,,,
A0226,O'Mara Mark,,,,1,O’Mara Law Group,1,1,2795,,high,,,,,,,,,
A0227,Richard Hagstrom,,,,1,Hellmuth & Johnson PLLC,2,2,"2795, 2828",Management,high,,,,,,,,,
